,CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_VALUE
1748,CHEMBL3288736,CN(C)CCOc1ccc(cc1)C23CC4CC(CC(C4)(C2)c5ccc(O)cc5)C3,1060.0
1749,CHEMBL70117,Oc1ccc(cc1)[C@H]2[C@H](Oc3ccc(O)cc3S2(=O)=O)c4ccc(OCCN5CCCCC5)cc4,1090.0
1750,CHEMBL213051,CCCCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,1127.0
1751,CHEMBL3622992,OCCN1CCc2c([nH]c3ccccc23)C1c4ccc(Cl)cc4,1174.9
1752,CHEMBL3427385,OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccccc4)cc1,1180.0
1753,CHEMBL187663,CC(C)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,1200.0
1754,CHEMBL363705,Oc1ccc(cc1F)c2oc3cc(Br)c(O)cc3n2,1210.0
1755,CHEMBL3360844,Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc(O)cc4,1400.0
1756,CHEMBL398456,CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,1440.0
1757,CHEMBL83,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,1605.0
1758,CHEMBL1405182,Oc1cccc(c1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,1620.0
1759,CHEMBL306636,CCCC1Oc2cc(O)ccc2N=C1c3ccc(O)cc3,1700.0
1760,CHEMBL59438,Oc1ccc(cc1)c2ccc3cc(O)ccc3n2,1775.0
1761,CHEMBL206120,Cc1cc(O)cc2OC(=O)c3c(C)c(O)ccc3c12,1860.0
1762,CHEMBL267431,COC[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(\C=N\O)cc5)OC,1900.0
1763,CHEMBL379314,CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,1900.0
1765,CHEMBL189024,Oc1ccc2nc(oc2c1)c3cccc(O)c3O,2353.0
1766,CHEMBL83,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,2540.0
1767,CHEMBL4085634,Cn1cnc(\C=C\c2ccc(cc2)C3(C)N(CCc4cc(O)ccc34)c5ccc(F)cc5)c1,2564.0
1768,CHEMBL188230,Oc1ccc(cc1)c2oc3c(C=O)cc(O)cc3n2,2638.0
1769,CHEMBL206137,Cc1cc(ccc1O)N2C=Nc3cc(O)cc(O)c3C2=S,2854.0
1770,CHEMBL199599,Cn1cccc1c2nc3ccccc3n2c4ccc(O)cc4,2940.0
1771,CHEMBL3427386,Cc1cccc(c1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,3090.0
1772,CHEMBL3109240,CCOC(=O)COc1ccc(cc1Cc2ccc3ccccc3c2)c4ccc(OCCN(C)C)cc4,3200.0
1773,CHEMBL3578271,C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(Cl)ccc4[nH]3)c5ccc(F)cc5,3300.0
1774,CHEMBL4066690,Cl.FC(F)(F)c1ccc2cc3nc4ccccc4c(c5ccccc5)c3cc2c1,3510.0
1775,CHEMBL1331084,FC(F)(F)c1cc(nc2c(cnn12)C(=O)Nc3cnn(c3)C45CC6CC(CC(C6)C4)C5)c7occc7,3639.79
1776,CHEMBL211667,CCCC[C@]12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,4023.0
1777,CHEMBL383753,Cc1c(O)ccc2c1OC(=O)c3c(C)c(NS(=O)(=O)C)ccc23,4258.0
1778,CHEMBL489,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,4400.0
1779,CHEMBL1421887,O=C(Cc1ccc(s1)S(=O)(=O)N2CCOCC2)Nc3nc4CCCCc4s3,4691.78
1780,CHEMBL3578284,C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5conc5C)c6ccc(F)cc6,4900.0
1781,CHEMBL1215197,CCOc1cc(ccc1C(=O)O)C2=NN([C@H](C2)C3CCCC3)c4ccc(C#N)c(Cl)c4,4960.0
1782,CHEMBL244971,COc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(c1)[N+](=O)[O-],5000.0
1783,CHEMBL245132,COc1cc(Br)c2C(=O)N(C(=O)c2c1)c3ccc(O)cc3,5000.0
1784,CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,5000.0
1785,CHEMBL313062,COc1cc(cc(F)c1F)[C@H](O)[C@H]2CCCC3=Cc4c(C[C@]23C)cnn4c5ccc(F)cc5,5000.0
1786,CHEMBL1431555,CC(=O)c1ccc(NCC(=O)N2CCN(CC2)c3ccccc3)cc1,5018.36
1787,CHEMBL438256,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccc6ccccc6c5)CCC1=O,5500.0
1788,CHEMBL3427413,OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(F)ccc23)c4ccc(OC(F)(F)F)cc4)cc1,5800.0
1789,CHEMBL2112470,CC[C@@](C)([C@@H](c1ccc(O)cc1)c2ccc(OCCCC(=O)O)cc2)c3ccccc3,6000.0
1790,CHEMBL426073,Oc1ccc(cc1)c2nn3c(cc(nc3c2c4ccc(O)cc4)C(F)(F)F)C(F)(F)F,6000.0
1791,CHEMBL77851,Oc1ccc2C3=Nc4ccc(O)cc4OC3CCc2c1,6000.0
1792,CHEMBL3578285,C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)N5CCOCC5)c6ccc(F)cc6,6100.0
1794,CHEMBL3576885,C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5cc[nH]n5)c6ccc(F)cc6,6300.0
1795,CHEMBL202781,Cc1cc2c(cc1Br)C(=O)Oc3c(C)c(O)ccc23,6850.0
1797,CHEMBL577758,Cc1ccc(cc1)c2csc(NC(=O)c3oncc3)n2,7189.32
1798,CHEMBL465879,COc1ccc(CCCc2ccc(O)cc2)c(O)c1,8100.0
1799,CHEMBL201809,CC#C[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,8419.0
1800,CHEMBL189002,Oc1ccc2nc(oc2c1)c3ccc(O)c(F)c3,8430.0
1801,CHEMBL4094003,Cl.c1ccc(cc1)c2c3ccccc3nc4cc5ccccc5cc24,9390.0
1802,CHEMBL1391547,OC(=O)c1ccc2N[C@H]([C@H]3CC=C[C@H]3c2c1)c4ccccn4,9532.91
1803,CHEMBL1404523,CCOc1ccc(Nc2oc(nc2C#N)c3ccccc3Cl)cc1,9540.57
1804,CHEMBL206336,Cc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,9635.0
1805,CHEMBL1433062,COc1ccc(OC)c(c1)N2C(=O)[C@H]3ON=C([C@H]3C2=O)c4ccccc4Cl,9784.89
1806,CHEMBL202896,CCc1cc(OC)cc2C(=O)Oc3c(C)c(O)ccc3c12,9830.0
1807,CHEMBL1087041,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5cccc(OCCN6CCCCC6)c5,10000.0
1808,CHEMBL1087812,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCOCC6)cc5,10000.0
1809,CHEMBL1083179,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCSCC6)cc5,10000.0
1810,CHEMBL1083754,CNC(=O)Cn1cc(C2CC2)c(Oc3ccc(cc3)C#N)c1C4CC4,10000.0
1811,CHEMBL1085667,COc1ccc2C3=C(CCOc2c1)c4ccc(OC)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,10000.0
1812,CHEMBL194012,C[C@H]1OC2(CCC3=Cc4c(C[C@]23C)cnn4c5ccc(F)cc5)O[C@@H]1C,10000.0
1813,CHEMBL196509,C[C@]12Cc3cnn(c3C=C1CCCC24OCCO4)c5ccc(F)cc5,10000.0
1814,CHEMBL203519,Cc1c(O)ccc2c1OC(=O)c3ccccc23,10000.0
1815,CHEMBL204389,CO\C=C\[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,10000.0
1816,CHEMBL205009,COc1ccc2c(c1)C(=O)Oc3c(C)c(O)ccc23,10000.0
1817,CHEMBL207362,CC(C)(C)C(=O)Oc1ccc2C3=C(COc2c1)c4ccc(OC(=O)C(C)(C)C)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,10000.0
1818,CHEMBL2181928,C[C@@H]1CN([C@@H](CO1)c2ccccc2)c3ccc4OCC(=O)Nc4n3,10000.0
1819,CHEMBL377616,CCC12CCC(=O)C=C1c3ccc4[nH]ncc4c3C2,10000.0
1820,CHEMBL380838,Cc1cc(C=C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,10000.0
1821,CHEMBL382102,C[C@]12Cc3cnn(c3C=C1CCCC24O[C@H](C=C)[C@H](O4)C=C)c5ccc(F)cc5,10000.0
1822,CHEMBL4090303,OC(=O)\C=C\c1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,10000.0
1823,CHEMBL1577757,CCc1cccc2c(c[nH]c12)C(=O)Cn3nnc(n3)c4ccc(OC)c(OC)c4,10290.89
1825,CHEMBL3589347,COC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(O)cc5)cc1,10800.0
1826,CHEMBL206349,Oc1ccc(cc1)N2C(=S)Nc3cc(O)cc(O)c3C2=O,11111.0
1827,CHEMBL1453264,NCCNc1nc(NCc2ccccc2)c3CN(Cc4ccccc4)CCc3c1C#N,11823.92
1828,CHEMBL33899,CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,12825.0
1829,CHEMBL1491936,CCOC(=O)Cc1cc(O)n2nc(cc2n1)c3ccc(C)cc3,13917.0
1831,CHEMBL1312693,COc1ccc2nc3oc(cc3cc2c1)C(=O)N4CCN(CC4)c5cccc(c5)C(F)(F)F,15445.3
1832,CHEMBL456594,NC(=N)N\N=C\C1=C(Cl)c2ccccc2CCC1,16000.0
1833,CHEMBL1341057,CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1,16658.15
1835,CHEMBL8145,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,17000.0
1836,CHEMBL1404155,Cn1c(SCC(=O)Nc2sccc2C#N)nnc1c3ccccc3,17106.54
1837,CHEMBL1377973,Brc1cnc2cc(nn2c1)C(=O)N3CCN(CC3)C(=O)c4occc4,17909.79
1838,CHEMBL1548834,O=C(COC(=O)c1ccccc1Oc2ccccc2)NCc3occc3,17914.5
1839,CHEMBL1370120,O=C1Oc2ccccc2N1CCn3c4ccccc4c5nc6ccccc6nc35,17942.59
1840,CHEMBL3360849,COc1cc(cc(OC)c1OC)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc(O)cc4,18000.0
1841,CHEMBL1327977,Clc1cc2C(=O)c3ccccc3C(=O)c2cc1NC(=O)COC(=O)CC4CCCC4,22253.44
1842,CHEMBL1469865,CN1C(=O)c2cc(C(=O)Nc3ccc4OCOc4c3)n(C)c2c5ccccc15,22564.08
1843,CHEMBL1447311,CN(C)S(=O)(=O)N(CC(=O)N(Cc1ccccc1)Cc2ccccc2)c3ccccc3,24910.74
1844,CHEMBL1535728,Fc1ccc(cc1)c2nnc(c3ccccc23)n4nnc5ccccc45,26285.52
1845,CHEMBL195437,CCCCCCCCc1ccc(O)cc1,27674.0
1846,CHEMBL522471,CC(=CCc1c(O)c(CC(O)C(=C)C)c(O)c2C(=O)C(=COc12)c3ccc(O)c(O)c3)C,29000.0
1847,CHEMBL1467399,CC(=O)c1c(COC(=O)c2occc2)nc3ccccc3[n+]1[O-],29237.26
1848,CHEMBL1374573,O=C(CSC1=Nc2scc(c3occc3)c2C(=O)N1c4ccccc4)NCC5CCCO5,30130.16
1849,CHEMBL1519384,COc1cc(NC(=O)CSC2=Nc3ccccc3C(=O)N2C)ccc1NC(=O)c4occc4,32541.21
1850,CHEMBL1548361,Fc1cccc(c1)C(=O)N2CCN(CC2)C(=O)c3cc4ncc(Br)cn4n3,33362.98
1851,CHEMBL1466928,CC1CC2=C(S1)C(=O)N(CCc3ccccc3)C(=N2)SCC(=O)Nc4cc(C)on4,33558.26
1852,CHEMBL1576748,COc1ccc(NC(=O)c2occc2)cc1N,36096.23
1853,CHEMBL3774852,C[N+]1([O-])CCC2(CC1)C(=O)Nc3cc(\C=C\4/c5ccccc5COc6cc(F)ccc46)ccc23,37000.0
1854,CHEMBL1386105,COC(=O)c1oc(CSc2nc(O)c3cnn(c4ccc(C)c(C)c4)c3n2)cc1,38489.05
1855,CHEMBL1423880,Cc1cccc(N2CCN(CC2)c3nc4ccccc4n5cnnc35)c1C,38786.33
1856,CHEMBL3828422,COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN(C)C)cc4)c5ccc(OC)cc5C3=O,39400.0
1857,CHEMBL3775389,CN(C)CC(=O)N1CCC2(CC1)C(=O)Nc3cc(\C=C\4/c5ccccc5COc6cc(F)ccc46)ccc23,40000.0
1858,CHEMBL1377389,COC(=O)c1cc2ccsc2n1CC(=O)Nc3ccc(cc3)N(C)C,47259.62
1859,CHEMBL1438484,CN1C(=Nc2ccccc2C1=O)SCc3nc(N)nc(Nc4ccccc4C)n3,50000.0
1860,CHEMBL1610665,CSc1nc(NCc2occc2)c3ccccc3n1,50000.0
1861,CHEMBL589158,Cc1cccc(SCC2=CC(=O)Oc3cc(O)ccc23)n1,50000.0
1862,CHEMBL1408468,Clc1ccc(cc1Cl)N2NC(=O)\C(=C/c3cccc(OC(=O)c4cccs4)c3)\C2=O,50000.0
1863,CHEMBL1565816,O=C(Oc1ccc(cc1)N2C(=O)CCC2=O)c3occc3,50000.0
1864,CHEMBL1390198,COc1ccc(cc1)c2cc(c3cccs3)c(C#N)c(SCC(=O)NCc4occc4)n2,50000.0
1866,CHEMBL1543038,COc1cc(\C=C/2\C(=N)N3C=CSC3=NC2=O)ccc1OCCCOc4ccccc4C,50000.0
1867,CHEMBL1365444,Brc1oc(cc1)C(=O)Nc2ccc3nn(nc3c2)c4ccccc4,50000.0
1869,CHEMBL1349449,Fc1ccc(cc1)c2csc(SCC(=O)NC(=O)NCc3occc3)n2,50000.0
1870,CHEMBL1509842,Cc1ccc(NC(=O)c2sc3nc4CCCc4c(c5occc5)c3c2N)cc1,50000.0
1871,CHEMBL1491627,Brc1ccc(cc1)N2C(=NC3=C(SCC3)C2=O)SCC(=O)Nc4nccs4,50000.0
1872,CHEMBL1495161,O=C(Nc1ccc(Cc2ccncc2)cc1)C3CCC(CC3)N4C(=O)C5CC=CCC5C4=O,50000.0
1873,CHEMBL1299324,COC(=O)COc1ccc(cc1)S(=O)(=O)Nc2ccc3OCOc3c2,50000.0
1874,CHEMBL1304094,CC(NC(=O)c1cccs1)c2nnc(SCC(=O)NC3CCCCC3)n2CC=C,50000.0
1875,CHEMBL3191473,OCCN\C(=C\C(=O)c1ccc(Cl)cc1)\C(F)(F)F,50000.0
1876,CHEMBL1450059,O=C(OCN1N=Nc2ccccc2C1=O)c3cn(nc3c4cccnc4)c5ccccc5,50000.0
1877,CHEMBL9352,Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2,75302.0
1878,CHEMBL2441816,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C[C@H](O)/C/4=C\c5ccccn5)[C@@H]3CC=C2C1,100000.0
1879,CHEMBL2086964,COc1cc(\C=N\NC(=O)c2oc3ccc4ccccc4c3c2)cc(OC)c1O,100000.0
1880,CHEMBL195612,Oc1ccc2C(=O)C(=C(Oc2c1)C(F)(F)F)c3oc4ccccc4c3,1000000.0
1881,CHEMBL522032,CC(C)COc1cc(CCc2ccccc2)nc(OCC(C)C)n1,1000000.0
1882,CHEMBL495325,CC(C)CNc1nc(\C=C\c2ccccc2)cc(n1)N(C)CC(C)C,1000000.0
1883,CHEMBL492454,CC(C)CCc1cc(CCC(C)C)nc(NCc2ccccc2)n1,1000000.0
1884,CHEMBL716,OCCOCCN1CCN(CC1)C2=Nc3ccccc3Sc4ccccc24,
1885,CHEMBL1490,OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,
1886,CHEMBL283196,O=C1C=C(Oc2c1ccc3ccccc23)c4ccccc4,
1887,CHEMBL293452,COc1cccc2OC(c3cc(C)cc(C)c3)c4cc(NS(=O)(=O)C)ccc4c12,
1888,CHEMBL293492,O=C\C=C\c1ccccc1,
1889,CHEMBL1200559,CC(O)C(=O)O,
1890,CHEMBL1200862,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,
1891,CHEMBL1201139,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)C,
1892,CHEMBL1201193,CCCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C,
1893,CHEMBL1201195,CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc3nnnn3C,
1894,CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4ccccc4)C(=O)C1=O,
1895,CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,
1896,CHEMBL277100,CC1CN(CCN1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)c4ccc(F)cc4F,
1897,CHEMBL277474,CN1N(C(=O)C=C1C)c2ccccc2,
1898,CHEMBL278172,CCOC(=O)c1ccc(N)cc1,
1899,CHEMBL31,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,
1900,CHEMBL1447,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,
1901,CHEMBL1454,C1CN2C[C@@H](N=C2S1)c3ccccc3,
1902,CHEMBL1463,NC1=C(F)C=NC(=O)N1,
1903,CHEMBL262777,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC1=O)c7ccc(O)c(c7)c8c(O)cc(O)cc8[C@H](NC6=O)C(=O)O)c3O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O[C@H]%10C[C@](C)(N)[C@H](O)[C@H](C)O%10)c(Cl)c2,
1904,CHEMBL267345,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@H]([C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@H]1C)O2)C(=O)O,
1905,CHEMBL605828,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)c5cn(CC[C@H]6O[C@@H]7O[C@@H]8[C@@H](Cn9cc(nn9)[C@]%10(O)CC[C@H]%11[C@@H]%12CCc%13cc(O)ccc%13[C@H]%12CC[C@]%10%11C)O[C@H](O[C@@H]%14[C@@H](Cn%15cc(nn%15)[C@]%16(O)CC[C@H]%17[C@@H]%18CCc%19cc(O)ccc%19[C@H]%18CC[C@]%16%17C)O[C@H](O[C@@H]%20[C@@H](Cn%21cc(nn%21)[C@]%22(O)CC[C@H]%23[C@@H]%24CCc%25cc(O)ccc%25[C@H]%24CC[C@]%22%23C)O[C@H](O[C@@H]%26[C@@H](Cn%27cc(nn%27)[C@]%28(O)CC[C@H]%29[C@@H]%30CCc%31cc(O)ccc%31[C@H]%30CC[C@]%28%29C)O[C@H](O[C@@H]%32[C@@H](Cn%33cc(nn%33)[C@]%34(O)CC[C@H]%35[C@@H]%36CCc%37cc(O)ccc%37[C@H]%36CC[C@]%34%35C)O[C@H](O[C@@H]%38[C@@H](Cn%39cc(nn%39)[C@]%40(O)CC[C@H]%41[C@@H]%42CCc%43cc(O)ccc%43[C@H]%42CC[C@]%40%41C)O[C@H](O[C@H]6[C@H](O)[C@H]7O)[C@H](O)[C@H]%38O)[C@H](O)[C@H]%32O)[C@H](O)[C@H]%26O)[C@H](O)[C@H]%20O)[C@H](O)[C@H]%14O)[C@H](O)[C@H]8O)nn5,
1906,CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,
1907,CHEMBL659,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,
1908,CHEMBL1440,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,
1909,CHEMBL604989,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#Cc5ccc(CNC[C@H]6O[C@@H]7O[C@@H]8[C@@H](CNCc9ccc(cc9)C#C[C@]%10(O)CC[C@H]%11[C@@H]%12CCc%13cc(O)ccc%13[C@H]%12CC[C@]%10%11C)O[C@H](O[C@@H]%14[C@@H](CNCc%15ccc(cc%15)C#C[C@]%16(O)CC[C@H]%17[C@@H]%18CCc%19cc(O)ccc%19[C@H]%18CC[C@]%16%17C)O[C@H](O[C@@H]%20[C@@H](CNCc%21ccc(cc%21)C#C[C@]%22(O)CC[C@H]%23[C@@H]%24CCc%25cc(O)ccc%25[C@H]%24CC[C@]%22%23C)O[C@H](O[C@@H]%26[C@@H](CNCc%27ccc(cc%27)C#C[C@]%28(O)CC[C@H]%29[C@@H]%30CCc%31cc(O)ccc%31[C@H]%30CC[C@]%28%29C)O[C@H](O[C@@H]%32[C@@H](CNCc%33ccc(cc%33)C#C[C@]%34(O)CC[C@H]%35[C@@H]%36CCc%37cc(O)ccc%37[C@H]%36CC[C@]%34%35C)O[C@H](O[C@@H]%38[C@@H](CNCc%39ccc(cc%39)C#C[C@]%40(O)CC[C@H]%41[C@@H]%42CCc%43cc(O)ccc%43[C@H]%42CC[C@]%40%41C)O[C@H](O[C@H]6[C@H](O)[C@H]7O)[C@H](O)[C@H]%38O)[C@H](O)[C@H]%32O)[C@H](O)[C@H]%26O)[C@H](O)[C@H]%20O)[C@H](O)[C@H]%14O)[C@H](O)[C@H]8O)cc5,
1910,CHEMBL135,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,
1911,CHEMBL640,CCN(CC)CCNC(=O)c1ccc(N)cc1,
1912,CHEMBL648,CN1CCN(CC1)C(c2ccccc2)c3ccccc3,
1913,CHEMBL1425,Sc1ncnc2nc[nH]c12,
1914,CHEMBL589158,Cc1cccc(SCC2=CC(=O)Oc3cc(O)ccc23)n1,
1915,CHEMBL131,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,
1916,CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,
1917,CHEMBL635,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,
1918,CHEMBL608,CC(C)(C)c1cc(SC(C)(C)Sc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,
1919,CHEMBL1370,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,
1920,CHEMBL19299,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,
1921,CHEMBL201932,Oc1ccc(cc1)S(=O)(=O)Nc2ccccc2,
1922,CHEMBL205596,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,
1923,CHEMBL558551,O=C1CC[C@@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,
1924,CHEMBL1400945,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,
1925,CHEMBL2220442,CC(C)n1c(\C=C\C(O)CC(O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13,
1926,CHEMBL122,CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3,
1927,CHEMBL1297,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,
1928,CHEMBL17157,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,
1929,CHEMBL1282,CC(C)Cn1cnc2c(N)nc3ccccc3c12,
1930,CHEMBL16068,Brc1ccccc1,
1931,CHEMBL53463,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,
1932,CHEMBL2107797,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2(O)C#C,
1933,CHEMBL1169,Nc1ccc(C(=O)O)c(O)c1,
1934,CHEMBL1198,CCCCOc1ccc(OCCCN2CCOCC2)cc1,
1935,CHEMBL15511,CCN1CCN(CC1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)C4CC4,
1936,CHEMBL52440,COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,
1937,CHEMBL508102,CCOC(=O)N1C=CN(C)C1=S,
1938,CHEMBL541,OC(=O)c1ccccc1,
1939,CHEMBL549,CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,
1940,CHEMBL498847,CC(O)Cn1c(C)ncc1[N+](=O)[O-],
1941,CHEMBL1370561,CN1C(=O)N(C)c2nc[nH]c2C1=O.CN3C(=O)N(C)c4nc[nH]c4C3=O.NCCN,
1942,CHEMBL94,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,
1943,CHEMBL529,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,
1944,CHEMBL531,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,
1945,CHEMBL85,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,
1946,CHEMBL1062,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,
